text,rand
"""似闻昨者赤松子，恐是汉代韩张良。""",0.948500034
"""昔随刘氏定长安，帷幄未改神惨伤。""",0.933177899
"""国家成败吾岂敢，色难腥腐餐枫香。""",0.639932509
"""周南留滞古所惜，南极老人应寿昌。""",0.158144605
"""美人胡为隔秋水，焉得置之贡玉堂？""",0.32342244
"""孔明庙前有老柏，柯如青铜根如石。""",0.311053607
"""双皮溜雨四十围，黛色参天二千尺。""",0.448412444
"""君臣已与时际会，树木犹为人爱惜。""",0.145548884
"""云来气接巫峡长，月出寒通雪山白。""",0.540845739
"""忆昨路绕锦亭东，先主武侯同［门必］宫。""",0.24416956
"""崔嵬枝干郊原古，窈窕丹青户牖空。""",0.630057203
"""落落盘踞虽得地，冥冥孤高多烈风。""",0.848926844
"""扶持自是神明力，正直元因造化功。""",0.454787594
"""大厦如倾要梁栋，万牛回首丘山重。""",0.423348206
"""不露文章世已惊，未辞剪伐谁能送？""",0.49540395
"""苦心岂免容蝼蚁？香叶终经宿鸾凤。""",0.223714631
"""志士幽人莫怨嗟，古来材大难为用！""",0.523560964
"""大历二年十月十九日夔府别驾元持宅见临颍李十二娘舞剑器，壮其蔚［足支］。问""",0.115029254
"""其所师，曰：余公孙大娘弟子也。开元三载，余尚童稚，记于郾城观公孙氏舞剑器""",0.588527631
"""浑脱。浏漓顿挫，独出冠时。自高头宜春梨园二伎坊内人，洎外供奉，晓是舞者，""",0.508786459
"""圣文神武皇帝初，公孙一人而已。玉貌锦衣，况余白首！今兹弟子亦匪盛颜。既辨""",0.666190402
"""其由来，知波澜莫二。抚事慷慨，聊为剑器行。昔者吴人张旭善草书书帖，数尝於""",0.930220644
"""邺县见公孙大娘舞西河剑器，自此草书长进，豪荡感激。即公孙可知矣！""",0.461166022
"""昔有佳人公孙氏，一舞剑器动四方。""",0.838170021
"""观者如山色沮丧，天地为之久低昂。""",0.50082147
"""霍如羿射九日落，矫如群帝骖龙翔。""",0.106673037
"""来如雷霆收震怒，罢如江海凝清光。""",0.833853169
"""绛唇珠袖两寂寞，晚有弟子传芬芳。""",0.35644866
"""临颍美人在白帝，妙舞此曲神扬扬。""",0.908776463
"""与余问答既有以，感时抚事增惋伤。""",0.109988161
"""先帝侍女八千人，公孙剑器初第一。""",0.795772598
"""五十年间似反掌，风尘［氵项］洞昏王室。""",0.249744674
"""梨园子弟散如烟，女乐馀姿映寒日。""",0.333830598
"""金粟堆前木已拱，瞿塘石城草萧瑟。""",0.340004344
"""玳筵急管曲复终，乐极哀来月东出。""",0.057683074
"""老夫不知其所往，足茧荒山转愁疾。""",0.139975001
"""漫叟以公田米酿酒，因休暇，则载酒于湖上，""",0.643440166
"""时取一醉；欢醉中，据湖岸，引臂向鱼取酒，""",0.985283692
"""使舫载之，遍饮坐者。意疑倚巴丘，酌於君山""",0.707187528
"""之上，诸子环洞庭而坐，酒舫泛泛然，触波涛""",0.86989603
"""而往来者，乃作歌以长之。""",0.52667393
"""石鱼湖，似洞庭，夏水欲满君山青。""",0.4671727
"""山为樽，水为沼，酒徒历历坐洲鸟。""",0.543027381
"""长风连日作大浪，不能废人运酒舫。""",0.793619692
"""我持长瓢坐巴丘，酌饮四座以散愁。""",0.963432326
"""山石荦确行径微，黄昏到寺蝙蝠飞。""",0.36492532
"""升堂坐阶新雨足，芭蕉叶大栀子肥。""",0.227622929
"""僧言古壁佛画好，以火来照所见稀。""",0.823426797
"""铺床拂席置羹饭，疏粝亦足饱我饥。""",0.109681554
"""夜深静卧百虫绝，清月出岭光入扉。""",0.815188319
"""天明独去无道路，出入高下穷烟霏。""",0.332079425
"""山红涧碧纷烂漫，时见松枥皆十围。""",0.436812968
"""当流赤足蹋涧石，水声激激风吹衣。""",0.400177153
"""人生如此自可乐，岂必局束为人［革几］！""",0.860790987
"""嗟哉吾党二三子，安得至老不更归！""",0.174655077
"""纤云四卷天无河，清风吹空月舒波。""",0.081439552
"""沙平水息声影绝，一杯相属君当歌。""",0.187196084
"""君歌声酸辞且苦，不能听终泪如雨。""",0.347022575
"""洞庭连天九嶷高，蛟龙出没猩鼯号。""",0.030506104
"""十生九死到官所，幽居默默如藏逃。""",0.889704361
"""下床畏蛇食畏药，海气湿蛰熏腥臊。""",0.822586618
"""昨者州前槌大鼓，嗣皇继圣登夔皋。""",0.108010244
"""赦书一日行万里，罪从大辟皆除死。""",0.791752114
"""迁者追回流者还，涤瑕荡垢清朝班。""",0.214351129
"""州家申名使家抑，坎轲只得移荆蛮。""",0.298612997
"""判司卑官不堪说，未免捶楚尘埃间。""",0.232555879
"""同时辈流多上道，天路幽险难追攀。""",0.987328821
"""君歌且休听我歌，我歌今与君殊科。""",0.778508984
"""一年明月今宵多，人生由命非由他。""",0.432841213
"""有酒不饮奈明何！""",0.444660506
"""五岳祭秩皆三公，四方环镇嵩当中。""",0.632879467
"""火维地荒足妖怪，天假神柄专其雄。""",0.208325103
"""喷云泄雾藏半腹，虽有绝顶谁能穷？""",0.988023915
"""我来正逢秋雨节，阴气晦昧无清风。""",0.276066541
"""潜心默祷若有应，岂非正直能感通！""",0.056929775
"""须臾静扫众峰出，仰见突兀撑青空。""",0.329767317
"""紫盖连延接天柱，石廪腾掷堆祝融。""",0.220977878
"""森然魄动下马拜，松柏一迳趋灵宫。""",0.117508
"""纷墙丹柱动光彩，鬼物图画填青红。""",0.767782302
"""升阶伛偻荐脯酒，欲以菲薄明其衷。""",0.323586434
"""庙内老人识神意，睢盱侦伺能鞠躬。""",0.333796508
"""手持杯［王交］导我掷，云此最吉馀难同。""",0.050154328
"""窜逐蛮荒幸不死，衣食才足甘长终。""",0.802924555
"""侯王将相望久绝，神纵欲福难为功！""",0.764125718
"""夜投佛寺上高阁，星月掩映云［日童］［日龙］。""",0.351927435
"""猿鸣钟动不知曙，杲杲寒日生于东。""",0.161293225
"""张生手持石鼓文，劝我识作石鼓歌。""",0.161179985
"""少陵无人谪仙死，才薄将奈石鼓何！""",0.05011623
"""周纲凌迟四海沸，宣王愤起挥天戈。""",0.948739747
"""大开明堂受朝贺，诸侯剑佩鸣相磨。""",0.346148047
"""搜于岐阳骋雄俊，万里禽兽皆遮罗。""",0.285726064
"""镌功勒成告万世，凿石作鼓隳嵯峨。""",0.75322506
"""从臣才艺咸第一，拣选撰刻留山阿。""",0.326217103
"""雨淋日炙野火燎，鬼物守护烦［扌为］呵。""",0.006560191
"""公从何处得纸本？毫发尽备无差讹。""",0.135790783
"""辞严义密读难晓，字体不类隶与蝌。""",0.077139966
"""年深岂免有缺画，快剑砍断生蛟鼍。""",0.772469144
"""鸾翔凤翥众仙下，珊瑚碧树交枝柯。""",0.944355887
"""金绳铁索锁钮壮，古鼎跃水龙腾梭。""",0.696180771
"""陋儒编诗不收入，二雅褊迫无委蛇。""",0.702909994
"""孔子西行不到秦，掎摭星宿遗羲娥。""",0.372053057
"""嗟予好古生苦晚，对此涕泪双滂沱。""",0.351842027
"""忆昔初蒙博士征，其年始改称元和。""",0.533832819
"""故人从军在右辅，为我度量掘臼科。""",0.006347781
"""濯冠沐浴告祭酒，如此至宝存岂多！""",0.020526206
"""毡包席裹可立致，十鼓只载数骆驼。""",0.467561241
"""荐诸太庙比郜鼎，光价岂止百倍过！""",0.060791217
"""圣恩若许留太学，诸生讲解得切磋。""",0.513575135
"""观经鸿都尚填咽，坐见举国来奔波。""",0.519896047
"""剜苔剔藓露节角，安置妥帖平不颇。""",0.12706982
"""大厦深檐与盖覆，经历久远期无佗。""",0.491562928
"""中朝大官老于事，讵肯感激徒□（“妍”右上一横改为“合”）婀。""",0.645731727
"""牧童敲火牛砺角，谁复著手为摩挲？""",0.085142656
"""日销月铄就埋没，六年西顾空吟哦。""",0.82906699
"""羲之俗书趁姿媚，数纸尚可博白鹅。""",0.584207973
"""继周八代争战罢，无人收拾理则那。""",0.36917388
"""方今太平日无事，柄任儒术崇丘轲。""",0.95186736
"""安能以此上论列，愿借辩口如悬河。""",0.427085156
"""石鼓之歌止于此，呜呼吾意其蹉跎！""",0.072136299
"""渔翁夜傍西岩宿，晓汲清湘燃楚烛。""",0.220559828
"""烟销日出不见人，［矣欠］乃一声山水绿。""",0.728625829
"""回看天际下中流，岩上无心云相逐。""",0.526010671
"""汉皇重色思倾国，御宇多年求不得。""",0.460966216
"""杨家有女初长成，养在深闺人未识。""",0.449907866
"""天生丽质难自弃，一朝选在君王侧。""",0.821943486
"""回眸一笑百媚生，六宫粉黛无颜色。""",0.274127227
"""春寒赐浴华清池，温泉水滑洗凝脂。""",0.369521061
"""侍儿扶起娇无力，始是新承恩泽时。""",0.06542033
"""云鬓花颜金步摇，芙蓉帐暖度春宵。""",0.655329345
"""春宵苦短日高起，从此君王不早朝。""",0.567837427
"""承欢侍宴无闲暇，春从春游夜专夜。""",0.595826244
"""后宫佳丽三千人，三千宠爱在一身。""",0.852659502
"""金星妆成娇侍夜，玉楼宴罢醉和春。""",0.153941862
"""姊妹弟兄皆列士，可怜光彩生门户。""",0.270291541
"""遂令天下父母心，不重生男重生女。""",0.714955341
"""骊宫高处入青云，仙乐风飘处处闻。""",0.434835993
"""缓歌慢舞凝丝竹，尽日君王看不足。""",0.365871898
"""渔阳鼙鼓动地来，惊破霓裳羽衣曲。""",0.276335921
"""九重城阙烟尘生，千乘万骑西南行。""",0.205548346
"""翠华摇摇行复止，西出都门百馀里。""",0.545770465
"""六军不发无奈何，宛转蛾眉马前死。""",0.522278377
"""花钿委地无人收，翠翘金雀玉搔头。""",0.209492877
"""君王掩面救不得，回看血泪相和流。""",0.737095153
"""黄埃散漫风萧索，云栈萦纡登剑阁。""",0.027150285
"""峨嵋山下少人行，旌旗无光日色薄。""",0.71236069
"""蜀江水碧蜀山青，圣主朝朝暮暮情。""",0.388739481
"""行宫见月伤心色，夜雨闻铃肠断声。""",0.193923309
"""天旋地转回龙驭，到此踌躇不能去。""",0.640060414
"""马嵬坡下泥土中，不见玉颜空死处。""",0.221054563
"""君臣相顾尽沾衣，东望都门信马归。""",0.481771554
"""归来池苑皆依旧，太液芙蓉未央柳。""",0.634160328
"""芙蓉如面柳如眉，对此如何不泪垂！""",0.972398622
"""春风桃李花开日，秋雨梧桐叶落时。""",0.180020115
"""西宫南内多秋草，落叶满阶红不扫。""",0.178418203
"""梨园子弟白发新，椒房阿监青娥老。""",0.129943907
"""夕殿萤飞思悄然，孤灯挑尽未成眠。""",0.7521397
"""迟迟钟鼓初长夜，耿耿星河欲曙天。""",0.817071716
"""鸳鸯瓦冷霜华重，翡翠衾寒谁与共？""",0.017115987
"""悠悠生死别经年，魂魄不曾来入梦。""",0.670818731
"""临邛道士鸿都客，能以精诚致魂魄。""",0.100823278
"""为感君王辗转思，遂教方士殷勤觅。""",0.655314101
"""排空驭气奔如电，升天入地求之遍。""",0.513053541
"""上穷碧落下黄泉，两处茫茫皆不见。""",0.287969248
"""忽闻海上有仙山，山在虚无缥缈间。""",0.129647205
"""楼阁玲珑五云起，其中绰约多仙子。""",0.214146393
"""中有一人字太真，雪肤花貌参差是。""",0.84479862
"""金阙西厢叩玉扃，转教小玉报双成。""",0.256255641
"""闻道汉家天子使，九华帐里梦魂惊。""",0.998803062
"""揽衣推枕起徘徊，珠箔银屏迤逦开。""",0.745607517
"""云鬓半偏新睡觉，花冠不整下堂来。""",0.960311089
"""风吹仙袂飘飘举，犹似霓裳羽衣舞。""",0.15534266
"""玉容寂寞泪阑干，梨花一枝春带雨。""",0.314671579
"""含情凝睇谢君王，一别音容两渺茫。""",0.705524344
"""昭阳殿里恩爱绝，蓬莱宫中日月长。""",0.694468875
"""回头下望人寰处，不见长安见尘雾。""",0.944485196
"""唯将旧物表深情，钿合金钗寄将去。""",0.374481317
"""钗留一股合一扇，钗擘黄金合分钿。""",0.922330493
"""但教心似金钿坚，天上人间会相见。""",0.599250365
"""临别殷勤重寄词，词中有誓两心知。""",0.72683384
"""七月七日长生殿，夜半无人私语时。""",0.883358213
"""在天愿作比翼鸟，在地愿为连理枝。""",0.485298213
"""天长地久有时尽，此恨绵绵无绝期！""",0.75393606
"""元和十年，予左迁九江郡司马。明年秋，送客湓浦口，闻船中夜弹琵琶者，听其音""",0.342875423
"""，铮铮然有京都声；问其人，本长安倡女，尝学琵琶於穆曹二善才。年长色衰，委""",0.764007811
"""身为贾人妇。遂命酒，使快弹数曲，曲罢悯然。自叙少小时欢乐事，今漂沦憔悴，""",0.630780504
"""转徙於江湖间。予出官二年恬然自安，感斯人言，是夕，始觉有迁谪意，因为长句""",0.251565429
"""歌以赠之，凡六百一十六言，命曰琵琶行。""",0.053338507
"""浔言江头夜送客，枫叶荻花秋瑟瑟。""",0.095445518
"""主人下马客在船，举酒欲饮无管弦。""",0.040033673
"""醉不成欢惨将别，别时茫茫江浸月。""",0.067169958
"""忽闻水上琵琶声，主人忘归客不发。""",0.576834883
"""寻声暗问弹者谁，琵琶声停欲语迟。""",0.58183296
"""移船相近邀相见，添酒回灯重开宴。""",0.16837228
"""千呼万唤始出来，犹抱琵琶半遮面。""",0.63835916
"""转轴拨弦三两声，未成曲调先有情。""",0.347422659
"""弦弦掩抑声声思，似诉平生不得志。""",0.522057214
"""低眉信手续续弹，说尽心中无限事。""",0.053479152
"""轻拢慢捻抹复挑，初为霓裳后六么。""",0.036124119
"""大弦嘈嘈如急雨，小弦切切如私语。""",0.911299604
"""嘈嘈切切错杂弹，大珠小珠落玉盘。""",0.508667302
"""间关莺语花底滑，幽咽泉流水下滩。""",0.85521461
"""水泉冷涩弦凝绝，凝绝不通声渐歇。""",0.663247832
"""别有幽愁暗恨生，此时无声胜有声。""",0.089116613
"""银瓶乍破水浆迸，铁骑突出刀枪鸣。""",0.701888047
"""曲终收拨当心画，四弦一声如裂帛。""",0.580569392
"""东船西舫悄无言，唯见江心秋月白。""",0.451323873
"""沈吟放拨插弦中，整顿衣裳起敛容。""",0.337809947
"""自言本是京城女，家在虾蟆陵下住。""",0.620686347
"""十三学得琵琶成，名属教坊第一部。""",0.633312864
"""曲罢曾教善才服，妆成每被秋娘妒。""",0.481539757
"""五陵年少争缠头，一曲红绡不知数。""",0.008793269
"""钿头银篦击节碎，血色罗裙翻酒污。""",0.765616106
"""今年欢笑复明年，秋月春风等闲度。""",0.676697137
"""弟走从军阿姨死，暮去朝来颜色故。""",0.798420826
"""门前冷落车马稀，老大嫁作商人妇。""",0.394472705
"""商人重利轻别离，前月浮梁买茶去。""",0.125553248
"""去来江口守空船，绕船月明江水寒。""",0.764049324
"""夜深忽梦少年事，梦啼妆泪红阑干。""",0.733211799
"""我闻琵琶已叹息，又闻此语重唧唧。""",0.546026948
"""同是天涯沦落人，相逢何必曾相识！""",0.160045938
"""我从去年辞帝京，谪居卧病浔阳城。""",0.543778222
"""浔阳地僻无音乐，终岁不闻丝竹声。""",0.731646684
"""住近湓江地低湿，黄芦苦竹绕宅生。""",0.763555665
"""其间旦暮闻何物？杜鹃啼血猿哀鸣。""",0.974702168
"""春江花朝秋月夜，往往取酒还独倾。""",0.599554201
"""岂无山歌与村笛，呕哑嘲哳难为听！""",0.347050087
"""今夜闻君琵琶语，如听仙乐耳暂明。""",0.012281395
"""莫辞更坐弹一曲，为君翻作琵琶行。""",0.919400871
"""感我此言良久立，却坐促弦弦转急。""",0.985662127
"""凄凄不似向前声，满座重闻皆掩泣。""",0.452599243
"""座中泣下谁最多，江州司马青衫湿！""",0.6287848
"""元和天子神武姿，彼何人哉轩与羲。""",0.463440159
"""誓将上雪列圣耻，坐法宫中朝四夷。""",0.218643483
"""淮西有贼五十载，封狼生［豸区］［豸区］生罴。""",0.673535564
"""不据山河据平地，长戈利矛日可麾。""",0.22157783
"""帝得圣相相曰度，贼斫不死神扶持。""",0.401689822
"""腰悬相印作都统，阴风惨澹天王旗。""",0.61188517
"""□（上朔下心］武古通作牙爪，仪曹外郎载笔随。""",0.717686858
"""行军司马智且勇，十四万众犹虎貔。""",0.026522841
"""入蔡缚贼献太庙，功无与让恩不訾。""",0.504922291
"""帝曰汝度功第一，汝从事愈宜为辞。""",0.672998162
"""愈拜稽首蹈且舞，金石刻画臣能为。""",0.244406109
"""古者世称大手笔，此事不系于职司。""",0.014986912
"""当仁自古有不让，言讫屡颔天子颐。""",0.717308409
"""公退斋戒坐小阁，濡染大笔何淋漓！""",0.110277987
"""点窜尧典舜典字，涂改清庙生民诗。""",0.251990255
"""文成破体书在纸，清晨再拜铺丹墀。""",0.273504899
"""表曰臣愈昧死上，咏神圣功书之碑。""",0.227587127
"""碑高三丈字如斗，负以灵鳌蟠以螭。""",0.503493773
"""句奇语重喻者少，谗之天子言其私。""",0.25768695
"""长绳百尺拽碑倒，粗沙大石相磨治。""",0.10221268
"""公之斯文若元气，先时已入人肝脾。""",0.62022029
"""汤盘孔鼎有述作，今无其器存其辞。""",0.942126417
"""呜呼圣皇及圣相，相与［火亘］赫流淳熙。""",0.403298592
"""公之斯文不示后，曷与三五相攀追。""",0.113885046
"""愿书万本诵万过，口角流沫右手胝。""",0.15511117
"""传之七十有二代，以为封禅玉检明堂基。""",0.013382667
"""开元二十六年，客有从御史大夫张公出塞而还者，作燕歌行以示适，感征戍之事，""",0.599404122
"""因而和焉。""",0.732802802
"""汉家烟尘在东北，汉将辞家破残贼。""",0.405893467
"""男儿本自重横行，天子非常赐颜色。""",0.701621802
"""［扌从］金伐鼓下榆关，旌旆逶迤碣石间。""",0.881057102
"""校尉羽书飞瀚海，单于猎火照狼山。""",0.181111286
"""山川萧条极边土，胡骑凭陵杂风雨。""",0.306792697
"""战士军前半死生，美人帐下犹歌舞。""",0.547877346
"""大漠穷秋塞草衰，孤城落日斗兵稀。""",0.041230447
"""身当恩遇常轻敌，力尽关山未解围。""",0.038079941
"""铁衣远戍辛勤久，玉筋应啼别离后。""",0.971891256
"""少妇城南欲断肠，征人蓟北空回首。""",0.109734605
"""边庭飘摇那可度，绝域苍茫更何有！""",0.958844047
"""杀气三时作阵云，寒声一夜传刁斗。""",0.389972554
"""相看白刃血纷纷，死节从来岂顾勋？""",0.598024511
"""君不见沙场征战苦，至今犹忆李将军！""",0.172304595
"""白日登山望烽火，黄昏饮马傍交河。""",0.153623237
"""行人刁斗风沙暗，公主琵琶幽怨多。""",0.482566698
"""野云万里无城郭，雨雪纷纷连大漠。""",0.756555553
"""胡雁哀鸣夜夜飞，胡儿眼泪双双落。""",0.26263591
"""闻道玉门犹被遮，应将性命逐轻车。""",0.898686248
"""年年战骨埋荒外，空见葡萄入汉家。""",0.475394575
"""洛阳女儿对门居，才可容颜十五馀。""",0.592852492
"""良人玉勒乘骢马，侍女金盘脍鲤鱼。""",0.925475522
"""画阁朱楼尽相望，红桃绿柳垂檐向。""",0.222033273
"""罗帷送上七香车，宝扇迎归九华帐。""",0.155844333
"""狂夫富贵在青春，意气骄奢剧季伦。""",0.741766709
"""自怜碧玉亲教舞，不惜珊瑚持与人。""",0.759641568
"""春窗曙灭九微火，九微片片飞花琐。""",0.986584976
"""戏罢曾无理曲时，妆成只是薰香坐。""",0.423247824
"""城中相识尽繁华，日夜经过赵李家。""",0.416350458
"""谁怜越女颜如玉，贫贱江头自浣纱！""",0.52128766
"""少年十五二十时，步行夺得胡马骑。""",0.738033037
"""射杀山中白额虎，肯数邺下黄须儿！""",0.330956738
"""一身转战三千里，一剑曾当百万师。""",0.761752934
"""汉兵奋迅如霹雳，虏骑崩腾畏蒺藜。""",0.103019329
"""卫青不败由天幸，李广无功缘数奇。""",0.157245406
"""自从弃置便衰朽，世事蹉跎成白首。""",0.780929365
"""昔时飞箭无全目，今日垂杨生左肘。""",0.026298526
"""路旁时卖故侯瓜，门前学种先生柳。""",0.334929968
"""苍茫古木连穷巷，寥落寒山对虚牖。""",0.876319954
"""誓令疏勒出飞泉，不似颍川空使酒。""",0.33374687
"""贺兰山下阵如云，羽檄交驰日夕闻。""",0.589482828
"""节使三河募年少，诏书五道出将军。""",0.900377078
"""试拂铁衣如雪色，聊持宝剑动星文。""",0.080765517
"""愿得燕弓射大将，耻令越甲鸣吾君。""",0.080587606
"""莫嫌旧日云中守，犹堪一战取功勋！""",0.85770116
"""渔舟逐水爱山春，两岸桃花夹古津。""",0.776942729
"""坐看红树不知远，行尽青溪不见人。""",0.235947647
"""山口潜行始隈［阝奥］，山开旷望旋平陆。""",0.377145805
"""遥看一处攒云树，近入千家散花竹。""",0.921054698
"""樵客初传汉姓名，居人未改秦衣服。""",0.20972961
"""居人共住武陵源，还从物外起田园。""",0.12941597
"""月明松下房栊静，日出云中鸡犬喧。""",0.228512954
"""惊闻俗客争来集，竞引还家问都邑。""",0.24724616
"""平明闾巷扫花开，薄暮渔樵乘水入。""",0.496260795
"""初因避地去人间，及至成仙遂不还。""",0.388913978
"""峡里谁知有人事？世中遥望空云山。""",0.138348015
"""不疑灵境难闻见，尘心未尽思乡县。""",0.478118211
"""出洞无论隔山水，辞家终拟长游衍。""",0.280195025
"""自谓经过旧不迷，安知峰壑今来变？""",0.421579924
"""当时只记入山深，青溪几曲到云林。""",0.694779329
"""春来遍是桃花水，不辨仙源何处寻。""",0.735407412
"""噫吁戏，危乎高哉！""",0.884906553
"""蜀道之难难于上青天！""",0.700489669
"""蚕丛及鱼凫，开国何茫然！""",0.991312857
"""尔来四万八千岁，始与秦塞通人烟。""",0.48225859
"""西当太白有鸟道，可以横绝峨眉巅。""",0.088172253
"""地崩山摧壮士死，然后天梯石栈方钩连。""",0.915493038
"""上有六龙回日之高标，下有冲波逆折之回川。""",0.5711986
"""黄鹤之飞尚不得，猿猱欲度愁攀援。""",0.965655282
"""青泥何盘盘，百步九折萦岩峦。""",0.619067411
"""扪参历井仰胁息，以手抚膺坐长叹。""",0.472624307
"""问君西游何时还？畏途□（繁体“谗”换山旁）岩不可攀！""",0.507600662
"""但见悲鸟号古木，雄飞雌从绕林间。""",0.712151633
"""又闻子规啼，夜月愁空山。""",0.335258394
"""蜀道之难难于上青天！使人听此凋朱颜。""",0.736465951
"""连峰去天不盈尺，枯松倒挂倚绝壁。""",0.773842739
"""飞湍瀑流争喧［兀豕］，冰崖转石万壑雷。""",0.054257308
"""其险也如此！""",0.045773365
"""嗟尔远道之人，胡为乎来哉？""",0.965240943
"""剑阁峥嵘而崔嵬。""",0.911251421
"""一夫当关，万夫莫开。""",0.381037629
"""所守或匪亲，化为狼与豺。""",0.783683028
"""朝避猛虎，夕避长蛇。""",0.693081759
"""磨牙吮血，杀人如麻。""",0.650362894
"""锦城虽云乐，不如早还家。""",0.86231023
"""蜀道之难难于上青天！侧身西望常咨嗟！""",0.499973995
"""长相思，在长安。""",0.172695516
"""络纬秋啼金井阑，微霜凄凄簟色寒。""",0.712495035
"""孤灯不明思欲绝，卷帷望月空长叹。""",0.271724728
"""美人如花隔云端。""",0.268741133
"""上有青冥之长天，下有渌水之波澜。""",0.151204067
"""天长路远魂飞苦，梦魂不到关山难。""",0.701088447
"""长相思，摧心肝！""",0.266913499
"""日色已尽花含烟，月明欲素愁不眠。""",0.846835443
"""赵瑟初停凤凰柱，蜀琴欲奏鸳鸯弦。""",0.565724635
"""此曲有意无人传，愿随春风寄燕然。""",0.383204872
"""忆君迢迢隔青天。""",0.808015037
"""昔日横波目，今成流泪泉。""",0.336309705
"""不信妾肠断，归来看取明镜前。""",0.175841994
"""金樽清酒斗十千，玉盘珍羞值万钱。""",0.08246345
"""停杯投箸不能食，拔剑四顾心茫然。""",0.699702417
"""欲渡黄河冰塞川，将登太行雪满山。""",0.261001492
"""闲来垂钓碧溪上，忽复乘舟梦日边。""",0.796103927
"""行路难，行路难！多歧路，今安在？""",0.320986569
"""长风破浪会有时，直挂云帆济沧海。""",0.050046795
"""大道如青天，我独不得出。""",0.301920223
"""羞逐长安社中儿，赤鸡白狗赌梨栗。""",0.095446308
"""弹剑作歌奏苦声，曳裾王门不称情。""",0.318358167
"""淮阴市井笑韩信，汉朝公卿忌贾生。""",0.133996101
"""君不见，昔时燕家重郭隗，拥彗折节无嫌猜""",0.369387685
"""剧辛乐毅感恩分，输肝剖胆效英才。""",0.804028297
"""昭王白骨萦蔓草，谁人更扫黄金台？""",0.857045899
"""行路难，归去来！""",0.862202487
"""有耳莫洗颍川水，有口莫食首阳蕨。""",0.440511137
"""含光混世贵无名，何用孤高比云月？""",0.767189332
"""吾观自古贤达人，功成不退皆殒身。""",0.180206144
"""子胥既弃吴江上，屈原终投湘水滨。""",0.274061146
"""陆机雄才岂自保？李斯税驾苦不早。""",0.865060595
"""华亭鹤唳讵可闻，上蔡苍鹰何足道！""",0.41814841
"""君不见，吴中张翰称达生，秋风忽忆江东行。""",0.38667178
"""且乐生前一杯酒，何须身后千载名！""",0.398002874
"""君不见，黄河之水天上来，奔流到海不复回。""",0.840161329
"""君不见，高堂明镜悲白发，朝如青丝暮成雪。""",0.584972155
"""人生得意须尽欢，莫使金樽空对月！""",0.55259358
"""天生我材必有用，千金散尽还复来。""",0.482718543
"""烹羊宰牛且为乐，会须一饮三百杯！""",0.058595803
"""岑夫子，丹丘生，将进酒，君莫停！""",0.066320025
"""与君歌一曲，请君为我侧耳听！""",0.522425309
"""钟鼓馔玉不足贵，但愿长醉不愿醒！""",0.31287528
"""古来圣贤皆寂寞，惟有饮者留其名！""",0.040110187
"""陈王昔时宴平乐，斗酒十千恣欢谑。""",0.579562746
"""主人何为言少钱？径须沽取对君酌。""",0.516209155
"""五花马，千金裘，呼儿将出换美酒，与尔同消万古愁！""",0.321280579
"""车辚辚，马萧萧，行人弓箭各在腰。""",0.2510002
"""耶娘妻子走相送，尘埃不见咸阳桥。""",0.830313713
"""牵衣顿足拦道哭，哭声直上干云霄！""",0.762519043
"""道旁过者问行人，行人但云点行频。""",0.0968438
"""或从十五北防河，便至四十西营田。""",0.16821111
"""去时里正与裹头，归来头白还戍边！""",0.119185067
"""边亭流血成海水，武皇开边意未已。""",0.44334041
"""君不闻，汉家山东二百州，千村万落生荆杞！""",0.890458407
"""纵有健妇把锄犁，禾生陇亩无东西。""",0.641957077
"""况复秦兵耐苦战，被驱不异犬与鸡。""",0.307696455
"""长者虽有问，役夫敢申恨？""",0.95312411
